,Virginia,California,Florida,New Jersey,Michigan,Washington,Colorado,Arizona,New York,North Carolina,New Hampshire,Utah,Pennsylvania,Texas,Connecticut,Kansas,Georgia,South Dakota,Alaska,Wyoming,West Virginia,New Mexico,Tennessee,Arkansas,Maryland,Hawaii,Alabama,Maine,Delaware,Indiana,Montana,Idaho,Nevada,Mississippi,Kentucky,Minnesota,Vermont,Massachusetts,the District of Columbia,Illinois,Nebraska,Oklahoma,Rhode Island,Oregon,Iowa,Ohio,North Dakota,Missouri,Wisconsin,South Carolina,Louisiana
2002-01-01,140941.2007781382,234844.3493299704,123702.12801329645,202329.09709142937,126615.29612505132,187712.06655483018,207881.76677362272,146368.67660448226,177774.0089071554,133776.2051995678,165481.91848115253,174602.19603567745,106684.56976683682,111396.27083198074,187139.96062322144,94842.21578283094,136797.48041676448,106034.68592090027,161945.96513356248,,77378.03629492341,,113494.67011703395,90682.35213590664,167567.2354037287,216358.90113560777,102547.00632614671,126382.2779331983,161008.40454540277,100734.40214527998,,125937.16453630094,168063.620216279,91857.49842234758,89933.66826287085,152697.8560180237,128216.06672898459,246717.24198560076,193983.63262429144,143069.72005997834,105913.09234763104,86314.40915337991,159165.87592021527,159100.60029217164,95876.46973874753,110775.9105277449,,107055.72161129983,126697.90398463304,119007.8505156606,110622.07214461057
2002-02-01,141872.37491819556,236305.59055270776,124560.73999473084,204098.4439293637,127095.33033732786,188405.09610850326,208293.60714634726,146843.26636834253,179076.9491208931,133958.37169900752,167104.865202033,174523.077511068,107150.63171620097,111479.72642105118,188207.04682867913,95158.55158292009,137260.0366693951,106486.02351341672,162547.6625934361,,77576.48514490156,,113667.09268666059,90821.58239447011,168726.84317096684,217361.3203745126,102697.41007928451,127645.75824574618,161905.97609000988,100721.47306821194,,126184.19001284352,168808.10174552366,91901.87453531324,90131.47385176958,153683.06702565937,129237.7076054573,248732.53678618363,196072.23149015137,143714.52849773376,106191.03059962812,86574.25518858577,160815.53625251734,159586.24620814587,96055.9754759666,110998.39371780267,,107638.1825983842,127228.25924348897,119153.91259877499,110933.24496179419
2002-03-01,142849.13236366716,238015.93654357994,125400.208160764,205906.2107171834,127517.61564353899,189014.03225243615,208882.86672128574,147358.69920476852,180181.96601495985,134131.70335958677,168545.67155558208,174572.61069967813,107636.57051567809,111688.85428354988,189438.2630111267,95442.22623610093,137680.43000287935,106844.56320081143,163048.98355667086,,77857.74539714266,,113845.66950222728,90997.63827558958,169891.10096636953,218510.14575024857,102824.08643154944,128981.61788050907,162863.82267802706,100555.41479130827,,126373.74900359458,169627.29697026173,91940.458451122,90317.12055710412,154591.5635652011,130291.45865451901,250785.42355350158,198011.96348857894,144497.95109796722,106536.66147126445,86819.98624963431,162429.21442359698,160061.44294409922,96147.1168793701,111212.18551464827,,108140.14399900039,127711.90412343276,119280.8215198447,111295.08396563194
2002-04-01,143952.94578796547,240323.79413463743,126344.76489971999,207727.87192562994,127827.0588870053,189571.24127678628,209647.73882571494,147931.22458982898,181271.258575752,134245.73162377972,170074.7311672409,174697.36648747124,108171.31404598443,112056.61585988577,190891.38816108834,95706.54942852877,138129.20684031482,107091.27727193729,163871.82416096938,141238.2595506101,78099.59776826626,129514.63466490789,114007.21022189956,91202.10767569476,171198.69841489274,219982.97224971815,102967.52019770925,130355.81540929379,163868.1560253502,100411.4500710847,,126579.47397027894,170561.03456704432,91900.73252959031,90507.5966724232,155457.0061443099,131306.48841347362,252970.53088529306,200263.93784137652,145229.40951861648,106818.47522040644,87080.40516435444,164281.5199869573,160553.40153145802,96392.49408179116,111428.30880715176,,108618.82044613875,128175.09938785266,119398.91966751264,111721.30598078975
2002-05-01,145089.69947372205,243018.48724956167,127381.13053502946,209617.50456079058,128143.01902758243,190059.41056376972,210512.0300325496,148512.30110051733,182432.45205508298,134422.73814739438,171540.829169572,174806.24847085265,108755.61439007246,112489.88219664567,192609.42100514888,95718.45669158715,138587.0061669898,107191.6384819171,164610.47459136604,139982.8452992777,78305.65555679308,129734.5953719559,114187.50012787599,91466.75860844116,172835.11520604414,221284.5002471522,103150.1127618508,131664.65509866332,164862.14421276792,100446.01245855041,,126807.9218103632,171614.10759982074,92004.4043156469,90683.98552594293,156578.60812666456,132257.98704453636,255329.74245785121,202798.91271730108,146005.07650615735,107210.25053273822,87309.08834405777,166438.23063358627,161176.7370783574,96762.35392210983,111684.26617573021,,109119.28834884141,128663.91438456473,119607.39098594966,112504.82194380117
2002-06-01,146345.28913393975,246008.26354389373,128464.70479574206,211739.14364239256,128492.61288655097,190496.2874414397,211244.02561791442,149165.72421422077,183780.77806979057,134608.40243501027,173180.5125783501,174902.76429804158,109398.94264270172,112975.29830439646,194569.31430017704,95651.81952092936,139055.91333176455,107533.24723348663,165206.2596312632,139410.79218606,78503.45953661895,129832.0277841831,114393.9682865325,91782.81423646212,174710.84832812104,222718.96388948304,103377.33167495485,133027.72650384207,165920.78300819537,100702.23185331452,,127145.40434217529,172502.1251443399,92180.78965816282,90880.26813040084,157729.0353523464,133187.75819386088,257782.3044093872,205615.57001113598,146770.11354433166,107521.13412191591,87542.81632336853,168829.65049642595,161921.45239275185,97244.55139812404,111970.82253737138,,109696.3338718982,129195.09099420748,119830.42382499496,113246.99420365256
2002-07-01,147677.80350311875,249467.09834742724,129567.8854129289,214121.6636702295,128832.008314658,191050.73857842214,211954.80902219474,149872.7514500062,185229.11774428256,134861.82931799602,174834.16580357644,174996.6575102807,110118.93274573819,113468.71851251957,196656.48595410676,95557.5904800283,139498.3738902956,107943.2245980231,165741.93380290092,138537.05172358154,78747.82907899942,130166.76178263481,114635.84491518856,92149.58960579096,176795.43465126827,224470.3096924003,103641.44502695056,134400.1647889403,167006.880791818,101051.06753388682,,127487.06445823191,173313.5279045913,92488.38592658553,91124.4032261462,158982.10311083903,134026.1530407603,260556.3241345631,208369.88732461282,147689.97055869896,107863.33463697642,87792.61733844077,171506.76607330752,162736.3793721363,97676.307983341,112305.49031668347,,110322.73750078847,129752.49952107208,120148.67913531642,114029.27999284929
2002-08-01,149099.0422694398,253190.43350942744,130746.86177186928,217030.03334625412,129214.58384706404,191716.69292655194,212457.4743590024,150677.14538980287,186846.35818012094,135113.38044355504,176744.70675995105,175023.8718030915,110931.53805030692,113990.14249564713,198692.50193344118,95538.01450797473,139924.18756096464,108321.79031538278,166297.87190616617,138616.4295473873,79032.14638852201,130531.72460516782,114857.57067752628,92470.39469021966,178933.1172042483,226731.81367061392,103878.88470770435,135695.44588457,168180.91272653223,101233.22001068412,,127803.9019162738,174068.27487646634,92766.6836833218,91392.9288773104,160118.18555881022,134801.00283880052,263500.3465596407,210974.69230958167,148860.47139797872,108157.34843726456,88057.66979533892,174668.30867354662,163413.87424550566,98055.04284279735,112654.61240586893,,110899.59735848453,130376.58835554459,120456.17848893336,114175.86290057968
2002-09-01,150520.10563515357,256952.09552248425,131913.26408011062,220261.14916365882,129578.67556570265,192378.59809808296,212981.5183355036,151372.09906016744,188512.63580230155,135367.21599087524,178776.67508431626,174902.24462336442,111774.80832787322,114449.69672651327,200512.10967126963,95564.08521094553,140360.05317905906,108802.00267770332,166905.8462889624,139180.03987215707,79315.9771608666,130966.00623121094,115088.52177565925,92799.23796897805,181024.16743859884,229460.78408001727,104130.94579559898,136935.73203100814,169284.391178969,101267.792076967,,128108.38492747357,174768.64698043632,93091.60957843263,91678.45284381114,161298.92583301134,135475.18768518488,266745.9388436575,213682.17315495838,150155.05454667727,108476.66783109313,88344.71377528983,178423.13589684406,164002.09503304062,98349.13277986243,113006.1963004776,,111486.99490341653,131020.31671923974,120762.97964769059,114285.78372960992
2002-10-01,151898.92189724228,260521.8154445253,133078.13684912535,223659.43217512223,130006.4243484193,193026.16456030216,213505.7768771712,152069.79139647025,190173.9271010617,135617.87887055517,181008.0641857152,174556.40154112116,112600.95887173137,114844.06718420006,202655.00066679597,95593.8659230499,140818.15043418785,109128.34852597631,167387.71309596565,139686.98401479624,79682.61585320735,131347.7967438725,115353.88857507224,93164.10620068341,183017.9146930026,232142.84424938328,104382.84112945215,138068.08773489884,170416.8751390908,101409.89561854785,,128420.15150619582,175646.94565580194,93479.8360046518,91950.71126843109,162446.79025878574,136183.00800049482,270487.4303235389,216582.81098180998,151549.84000326096,108826.75177555114,88620.86820924994,182097.14598111948,164550.80944868465,98678.29249949666,113358.48651995213,,112119.03507667215,131737.45088986453,121052.9030866347,114384.79880266928
